FINANCIAL_YEAR,COMPANY,BTERMSTEMPLATES,BILL_NO.,BILL_DATE,MONTH,YEAR,SRLNO,accd,CONTROL_ACCOUNT,CUSTOMER,COUNTRY,STATE,CITY,CONSIGNEE,itemcd,ITEM,QUANTITY,RATE,VALUE,LOCATIONNAME,personcd,SALESMAN,MAIN_GROUP,SUB_GROUP,ITEM_GROUP,locationcode
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01151/20-21,4-Jul-20,July,2020,3,11596,SUNDRY DEBTORS - DOMESTIC,UNIKEM ENTERPRISES,INDIA,TAMILNADU,CHENNAI,UNIKEM ENTERPRISES,3912,TEKNOBRITE AZ 1054 M (SFL) : 30 LTR CARBOYS,300,78.48,23544,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01152/20-21,4-Jul-20,July,2020,3,11596,SUNDRY DEBTORS - DOMESTIC,UNIKEM ENTERPRISES,INDIA,TAMILNADU,CHENNAI,UNIKEM ENTERPRISES,46902,MILLENIUM NCZ MAKE UP SOLUTION (UN):30 LTR CARBOYS,210,112.25,23572.5,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01152/20-21,4-Jul-20,July,2020,4,11596,SUNDRY DEBTORS - DOMESTIC,UNIKEM ENTERPRISES,INDIA,TAMILNADU,CHENNAI,UNIKEM ENTERPRISES,5195,SURFOLIN SK 100 : 30 KGS BAG,210,65,13650,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,CLEANERS,CLEANERS SOAK,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01154/20-21,4-Jul-20,July,2020,1,4869,SUNDRY DEBTORS - DOMESTIC,INDUSTRIAL TRADING CO.,INDIA,MAHARASHTRA,PUNE,INDUSTRIAL TRADING CO.,9252,MILLENIUM NCZ MAKE UP SOLUTION : 30 LTR CARBOYS,30,121.5,3645,ARTEK EXPORTS - TARAPUR,331,PUNE - ITC ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01154/20-21,4-Jul-20,July,2020,5,4869,SUNDRY DEBTORS - DOMESTIC,INDUSTRIAL TRADING CO.,INDIA,MAHARASHTRA,PUNE,INDUSTRIAL TRADING CO.,2806,ALUMAX COLOURING SALT : 5 KGS BOTTLE,30,1325,39750,ARTEK EXPORTS - TARAPUR,331,PUNE - ITC ,FINISHED GOODS,ANODISING,ANODIZING SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01156/20-21,4-Jul-20,July,2020,5,15392,SUNDRY DEBTORS - DOMESTIC,INDUSTRIAL TRADING CO. (BHOSARI),INDIA,MAHARASHTRA,PUNE,INDUSTRIAL TRADING CO. (BHOSARI),3930,TEKNOBRITE AZ 1054 R : 5 LTR BOTTLE,30,126.75,3802.5,ARTEK EXPORTS - TARAPUR,331,PUNE - ITC ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00715/20-21,22-Jun-20,June,2020,3,19001,SUNDRY DEBTORS - DOMESTIC,SHREE KUBER K. TRADING CO. (S),INDIA,MAHARASHTRA,PALGHAR,SHREE KUBER K. TRADING CO. (S),4067,TEKNOBRITE AZ 1085 R : 5 LTR BOTTLE,30,180,5400,ARTEK EXPORTS - TARAPUR,333,S. G. GOSAR ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00716/20-21,22-Jun-20,June,2020,3,19001,SUNDRY DEBTORS - DOMESTIC,SHREE KUBER K. TRADING CO. (S),INDIA,MAHARASHTRA,PALGHAR,SHREE KUBER K. TRADING CO. (S),9623,KEMPAS 1600 : 30 LTR CARBOYS,30,185.57,5567.1,ARTEK EXPORTS - TARAPUR,333,S. G. GOSAR ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00718/20-21,22-Jun-20,June,2020,1,4539,SUNDRY DEBTORS - DOMESTIC,ABHAY CHEMICALS INDUSTRIES,INDIA,MAHARASHTRA,AHEMEDNAGAR,ABHAY CHEMICALS INDUSTRIES,20344,MILLENIUM NCZ 1121 A : 30 LTR CARBOYS,30,168,5040,ARTEK EXPORTS - TARAPUR,296,AHMEDNAGAR - ABHAY ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00724/20-21,22-Jun-20,June,2020,2,5104,SUNDRY DEBTORS - DOMESTIC,NEHA SALES CORPORATION,INDIA,MAHARASHTRA,MUMBAI,NEHA SALES CORPORATION,43166,ALUDINE GRAY 6 BX : 1 KGS BOTTLE,5,2850,14250,ARTEK EXPORTS - TARAPUR,324,MUMBAI - NEHA ,FINISHED GOODS,ANODISING,ANODIZING DYES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00726/20-21,22-Jun-20,June,2020,5,9009,SUNDRY DEBTORS - DOMESTIC,SAGAR CHEMICALS (F),INDIA,GUJARAT,VAPI,SAGAR CHEMICALS (F),9557,KEMPAS BL 15 : 5 KGS BOTTLE,30,159.12,4773.6,ARTEK EXPORTS - TARAPUR,308,FAIRDEAL - VAPI ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00728/20-21,22-Jun-20,June,2020,1,11272,SUNDRY DEBTORS - DOMESTIC,PATEL SALES AGENCY,INDIA,GUJARAT,SURAT,PATEL SALES AGENCY,4034,TEKNOBRITE AZ 1085 M : 30 LTR CARBOYS,120,169,20280,ARTEK EXPORTS - TARAPUR,311,GUJRAT - SHIVJEE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00733/20-21,22-Jun-20,June,2020,4,4580,SUNDRY DEBTORS - DOMESTIC,AMEE PRODUCTS,INDIA,GUJARAT,AHMEDABAD,AMEE PRODUCTS,24665,MILLENIUM NCZ 1321 CK : 30 LTR CARBOYS,60,112,6720,ARTEK EXPORTS - TARAPUR,311,GUJRAT - SHIVJEE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00735/20-21,22-Jun-20,June,2020,2,21961,SUNDRY DEBTORS - DOMESTIC,KHODAL SALES,INDIA,GUJARAT,AHMEDABAD,KHODAL SALES,9625,KEMPAS 1600 : 5 LTR BOTTLE,30,191.42,5742.6,ARTEK EXPORTS - TARAPUR,313,GUJRAT - KHODAL MARKETING ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00806/20-21,24-Jun-20,June,2020,1,19625,SUNDRY DEBTORS - DOMESTIC,NILPESH METALS.,INDIA,MAHARASHTRA,PUNE,NILPESH METALS.,46728,KEMPAS BZ 671 COMPOSITE : 30 LTR CARBOYS,210,254.28,53398.8,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00808/20-21,24-Jun-20,June,2020,3,20858,SUNDRY DEBTORS - DOMESTIC,SHRIVINAYAK PROCESSORS,INDIA,MAHARASHTRA,PUNE,SHRIVINAYAK PROCESSORS,50156,MILLENIUM NCZ 2911 CT : 30 LTR CARBOYS,120,125,15000,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00811/20-21,24-Jun-20,June,2020,3,9629,SUNDRY DEBTORS - DOMESTIC,UNIQUE  ENTERPRISES,INDIA,MAHARASHTRA,NASHIK,UNIQUE  ENTERPRISES,9623,KEMPAS 1600 : 30 LTR CARBOYS,60,195.21,11712.6,ARTEK EXPORTS - TARAPUR,329,NASHIK ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00819/20-21,24-Jun-20,June,2020,3,4948,SUNDRY DEBTORS - DOMESTIC,KING ENTERPRISES,INDIA,MAHARASHTRA,MUMBAI,KING ENTERPRISES,48404,ALUMAX CLEAN MAM : 35 KGS CARBOYS,140,55,7700,ARTEK EXPORTS - TARAPUR,322,MUMBAI - KING ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00819/20-21,24-Jun-20,June,2020,6,4948,SUNDRY DEBTORS - DOMESTIC,KING ENTERPRISES,INDIA,MAHARASHTRA,MUMBAI,KING ENTERPRISES,14541,KEMPAS IR 852 : 5 LTR BOTTLE,10,266,2660,ARTEK EXPORTS - TARAPUR,322,MUMBAI - KING ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00827/20-21,25-Jun-20,June,2020,2,4751,SUNDRY DEBTORS - DOMESTIC,EMTECH ENTERPRISES,INDIA,PUNJAB,CHANDIGARH [PUNJAB],EMTECH ENTERPRISES,5053,SURFOLIN EC 94 : 30 KGS BAG,180,87,15660,ARTEK EXPORTS - TARAPUR,712,DELHI - EMTECH ,FINISHED GOODS,CLEANERS,CLEANERS OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00829/20-21,25-Jun-20,June,2020,2,11534,SUNDRY DEBTORS - DOMESTIC,SAI ELECTROCHEM,INDIA,GUJARAT,AHMEDABAD,SAI ELECTROCHEM,4279,TEKNOBRITE AZ 2068 R : 30 LTR CARBOYS,150,100,15000,ARTEK EXPORTS - TARAPUR,311,GUJRAT - SHIVJEE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00830/20-21,25-Jun-20,June,2020,2,17061,SUNDRY DEBTORS - DOMESTIC,GALAXY CORPORATION (G.S.),INDIA,GUJARAT,SURAT,GALAXY CORPORATION (G.S.),28400,KEMPAS BL 115 : 50 KGS DRUM,200,135,27000,ARTEK EXPORTS - TARAPUR,311,GUJRAT - SHIVJEE ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00855/20-21,25-Jun-20,June,2020,1,20130,SUNDRY DEBTORS - DOMESTIC,M.S. METAL & CHEMICALS SUPPLIER,INDIA,WEST BENGAL,HOWRAH,M.S. METAL & CHEMICALS SUPPLIER,34506,TEKNOBRITE AZ 1585 M : 30 LTR CARBOYS,150,75,11250,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00855/20-21,25-Jun-20,June,2020,2,20130,SUNDRY DEBTORS - DOMESTIC,M.S. METAL & CHEMICALS SUPPLIER,INDIA,WEST BENGAL,HOWRAH,M.S. METAL & CHEMICALS SUPPLIER,18621,TEKNOBRITE AZ 1585 M : 5 LTR BOTTLE,90,81,7290,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00856/20-21,25-Jun-20,June,2020,1,20130,SUNDRY DEBTORS - DOMESTIC,M.S. METAL & CHEMICALS SUPPLIER,INDIA,WEST BENGAL,HOWRAH,M.S. METAL & CHEMICALS SUPPLIER,19159,TEKNOBRITE AZ 1185 R : 30 LTR CARBOYS,390,92,35880,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00856/20-21,25-Jun-20,June,2020,4,20130,SUNDRY DEBTORS - DOMESTIC,M.S. METAL & CHEMICALS SUPPLIER,INDIA,WEST BENGAL,HOWRAH,M.S. METAL & CHEMICALS SUPPLIER,22684,TEKNOBRITE AZ 1095 MSK : 30 LTR CARBOYS,270,87,23490,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00857/20-21,25-Jun-20,June,2020,1,20130,SUNDRY DEBTORS - DOMESTIC,M.S. METAL & CHEMICALS SUPPLIER,INDIA,WEST BENGAL,HOWRAH,M.S. METAL & CHEMICALS SUPPLIER,34506,TEKNOBRITE AZ 1585 M : 30 LTR CARBOYS,300,75,22500,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00857/20-21,25-Jun-20,June,2020,7,20130,SUNDRY DEBTORS - DOMESTIC,M.S. METAL & CHEMICALS SUPPLIER,INDIA,WEST BENGAL,HOWRAH,M.S. METAL & CHEMICALS SUPPLIER,22686,TEKNOBRITE AZ 1095 RK : 30 LTR CARBOYS,390,92,35880,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/00858/20-21,25-Jun-20,June,2020,5,20130,SUNDRY DEBTORS - DOMESTIC,M.S. METAL & CHEMICALS SUPPLIER,INDIA,WEST BENGAL,HOWRAH,M.S. METAL & CHEMICALS SUPPLIER,18620,TEKNOBRITE AZ 1185 R : 5 LTR BOTTLE,30,98,2940,ARTEK EXPORTS - TARAPUR,299,CALCUTTA - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01122/20-21,3-Jul-20,July,2020,2,4556,SUNDRY DEBTORS - DOMESTIC,AJANTA CHEMICALS & MINERALS,INDIA,UTTAR PRADESH,KANPUR,AJANTA CHEMICALS & MINERALS,33916,TEKNOBRITE AZ 2942 M : 5 LTR BOTTLE,300,148,44400,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01122/20-21,3-Jul-20,July,2020,5,4556,SUNDRY DEBTORS - DOMESTIC,AJANTA CHEMICALS & MINERALS,INDIA,UTTAR PRADESH,KANPUR,AJANTA CHEMICALS & MINERALS,4523,ARMOUR H.S. CHROME SALT : 5 KGS BOTTLE,120,403,48360,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CHROME PLATING,CHROME SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01128/20-21,3-Jul-20,July,2020,3,4767,SUNDRY DEBTORS - DOMESTIC,FAIRDEAL  SALES CORPORATION,INDIA,UTTAR PRADESH,GHAZIABAD,FAIRDEAL  SALES CORPORATION,45360,TEKNOBRITE AZ 2078 R .. : 30 LTR CARBOYS,1500,136,204000,ARTEK EXPORTS - TARAPUR,302,DELHI - FAIRDEAL ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01130/20-21,4-Jul-20,July,2020,5,5321,SUNDRY DEBTORS - DOMESTIC,SATYAM AGENCIES,INDIA,MADHYA PRADESH,INDORE,SATYAM AGENCIES,3919,TEKNOBRITE AZ 1054 M : 30 LTR CARBOYS,30,163,4890,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01131/20-21,4-Jul-20,July,2020,4,18315,SUNDRY DEBTORS - DOMESTIC,AJMERA METALS (INDORE) PVT. LTD. (Q.A.),INDIA,MADHYA PRADESH,INDORE,AJMERA METALS (INDORE) PVT. LTD. (Q.A.),20763,MILLENIUM NCZ 1121 C : 30 LTR CARBOYS,120,176,21120,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01136/20-21,4-Jul-20,July,2020,1,5205,SUNDRY DEBTORS - DOMESTIC,QUALITY AGENCIES,INDIA,MADHYA PRADESH,INDORE,QUALITY AGENCIES,19158,TEKNOBRITE AZ 1185 M : 30 LTR CARBOYS,60,142,8520,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01138/20-21,4-Jul-20,July,2020,3,16456,SUNDRY DEBTORS - DOMESTIC,HAZIRA CHEMICALS (KN),INDIA,KARNATAKA,BENGALURU,HAZIRA CHEMICALS (KN),35406,TEKNOBRITE AZ 4058 M : 5 LTR BOTTLE,30,124,3720,ARTEK EXPORTS - TARAPUR,298,BANGLORE - K.N. ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01139/20-21,4-Jul-20,July,2020,1,8417,SUNDRY DEBTORS - DOMESTIC,NAKODA CHEMICALS (N),INDIA,KARNATAKA,BENGALURU,NAKODA CHEMICALS (N),22544,TEKNOBRITE AZ 3245 M : 30 LTR CARBOYS,30,98.56,2956.8,ARTEK EXPORTS - TARAPUR,1762,MUMBAI-NEHA B ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01366/20-21,13-Jul-20,July,2020,1,4902,SUNDRY DEBTORS - DOMESTIC,JIWAN SONS,INDIA,PUNJAB,LUDHIANA,JIWAN SONS,20689,MILLENIUM NCZ 1121 A : 5 LTR BOTTLE,90,131.71,11853.9,ARTEK EXPORTS - TARAPUR,318,LUDHIANA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01366/20-21,13-Jul-20,July,2020,4,4902,SUNDRY DEBTORS - DOMESTIC,JIWAN SONS,INDIA,PUNJAB,LUDHIANA,JIWAN SONS,4619,MISTONIL : 1 KGS BOTTLE,10,2157.45,21574.5,ARTEK EXPORTS - TARAPUR,318,LUDHIANA ,FINISHED GOODS,CHROME PLATING,CHROME OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01367/20-21,13-Jul-20,July,2020,6,4902,SUNDRY DEBTORS - DOMESTIC,JIWAN SONS,INDIA,PUNJAB,LUDHIANA,JIWAN SONS,4493,ARMOUR 594 CHROME SALT : 50 KGS DRUM,500,281,140500,ARTEK EXPORTS - TARAPUR,318,LUDHIANA ,FINISHED GOODS,CHROME PLATING,CHROME SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01368/20-21,13-Jul-20,July,2020,5,4902,SUNDRY DEBTORS - DOMESTIC,JIWAN SONS,INDIA,PUNJAB,LUDHIANA,JIWAN SONS,20764,MILLENIUM NCZ 1121 B : 30 LTR CARBOYS,90,72.66,6539.4,ARTEK EXPORTS - TARAPUR,318,LUDHIANA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01370/20-21,13-Jul-20,July,2020,1,4902,SUNDRY DEBTORS - DOMESTIC,JIWAN SONS,INDIA,PUNJAB,LUDHIANA,JIWAN SONS,20763,MILLENIUM NCZ 1121 C : 30 LTR CARBOYS,60,133.22,7993.2,ARTEK EXPORTS - TARAPUR,318,LUDHIANA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01374/20-21,13-Jul-20,July,2020,3,4781,SUNDRY DEBTORS - DOMESTIC,FUTURO COMPONENTS (P) LTD,INDIA,UTTAR PRADESH,GHAZIABAD,FUTURO COMPONENTS (P) LTD,24011,EUROCLEAN 2280 : 30 KGS BAG,1200,47,56400,ARTEK EXPORTS - TARAPUR,1606,DELHI - BHOLA ,FINISHED GOODS,CLEANERS,CLEANERS OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01378/20-21,13-Jul-20,July,2020,2,5381,SUNDRY DEBTORS - DOMESTIC,SHRI RAM ENTERPRISE,INDIA,GUJARAT,RAJKOT,SHRI RAM ENTERPRISE,4303,TEKNOBRITE AZ 2085 M : 5 LTR BOTTLE,30,118.56,3556.8,ARTEK EXPORTS - TARAPUR,332,RAJKOT (SRE) ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01147/20-21,4-Jul-20,July,2020,2,6587,SUNDRY DEBTORS - DOMESTIC,SRI VIJAI TRADERS,INDIA,TAMILNADU,COIMBATORE,SRI VIJAI TRADERS,33706,TEKNOBRITE AZ 2154 M : 5 LTR BOTTLE,60,116,6960,ARTEK EXPORTS - TARAPUR,1527,COIMBATORE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01147/20-21,4-Jul-20,July,2020,5,6587,SUNDRY DEBTORS - DOMESTIC,SRI VIJAI TRADERS,INDIA,TAMILNADU,COIMBATORE,SRI VIJAI TRADERS,20689,MILLENIUM NCZ 1121 A : 5 LTR BOTTLE,60,174,10440,ARTEK EXPORTS - TARAPUR,1527,COIMBATORE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01148/20-21,4-Jul-20,July,2020,1,6587,SUNDRY DEBTORS - DOMESTIC,SRI VIJAI TRADERS,INDIA,TAMILNADU,COIMBATORE,SRI VIJAI TRADERS,20346,MILLENIUM NCZ 1121 C : 5 LTR BOTTLE,60,182,10920,ARTEK EXPORTS - TARAPUR,1527,COIMBATORE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01148/20-21,4-Jul-20,July,2020,4,6587,SUNDRY DEBTORS - DOMESTIC,SRI VIJAI TRADERS,INDIA,TAMILNADU,COIMBATORE,SRI VIJAI TRADERS,20763,MILLENIUM NCZ 1121 C : 30 LTR CARBOYS,90,176,15840,ARTEK EXPORTS - TARAPUR,1527,COIMBATORE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01148/20-21,4-Jul-20,July,2020,5,6587,SUNDRY DEBTORS - DOMESTIC,SRI VIJAI TRADERS,INDIA,TAMILNADU,COIMBATORE,SRI VIJAI TRADERS,14661,KEMPAS OLIVE COMPOSITE 865 : 5 LTR BOTTLE,30,228,6840,ARTEK EXPORTS - TARAPUR,1527,COIMBATORE ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01153/20-21,4-Jul-20,July,2020,3,11596,SUNDRY DEBTORS - DOMESTIC,UNIKEM ENTERPRISES,INDIA,TAMILNADU,CHENNAI,UNIKEM ENTERPRISES,14601,KEMPAS OLIVE COMPOSITE 365 : 5 LTR BOTTLE,30,173.25,5197.5,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01156/20-21,4-Jul-20,July,2020,2,15392,SUNDRY DEBTORS - DOMESTIC,INDUSTRIAL TRADING CO. (BHOSARI),INDIA,MAHARASHTRA,PUNE,INDUSTRIAL TRADING CO. (BHOSARI),9557,KEMPAS BL 15 : 5 KGS BOTTLE,30,153,4590,ARTEK EXPORTS - TARAPUR,331,PUNE - ITC ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01157/20-21,4-Jul-20,July,2020,2,5212,SUNDRY DEBTORS - DOMESTIC,R.M. ENTERPRISES,INDIA,MAHARASHTRA,PUNE,R.M. ENTERPRISES,3928,TEKNOBRITE AZ 1054 R : 30 LTR CARBOYS,30,133.65,4009.5,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01170/20-21,4-Jul-20,July,2020,3,14947,SUNDRY DEBTORS - DOMESTIC,RAKSHITH ELECTRO INDUSTRIES (KN),INDIA,TAMILNADU,KRISHNAGIRI,RAKSHITH ELECTRO INDUSTRIES (KN),9007,MILLENIUM NCZ 401 A : 5 LTR BOTTLE,60,174,10440,ARTEK EXPORTS - TARAPUR,298,BANGLORE - K.N. ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01170/20-21,4-Jul-20,July,2020,4,14947,SUNDRY DEBTORS - DOMESTIC,RAKSHITH ELECTRO INDUSTRIES (KN),INDIA,TAMILNADU,KRISHNAGIRI,RAKSHITH ELECTRO INDUSTRIES (KN),9015,MILLENIUM NCZ 401 B : 5 LTR BOTTLE,30,88,2640,ARTEK EXPORTS - TARAPUR,298,BANGLORE - K.N. ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
