FINANCIAL_YEAR,COMPANY,BTERMSTEMPLATES,BILL_NO.,BILL_DATE,MONTH,YEAR,SRLNO,accd,CONTROL_ACCOUNT,CUSTOMER,COUNTRY,STATE,CITY,CONSIGNEE,itemcd,ITEM,QUANTITY,RATE,VALUE,LOCATIONNAME,personcd,SALESMAN,MAIN_GROUP,SUB_GROUP,ITEM_GROUP,locationcode
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02522/20-21,18-Aug-20,August,2020,1,20620,SUNDRY DEBTORS - DOMESTIC,KRUSHNA TRADING CORPORATION,INDIA,MAHARASHTRA,PUNE,KRUSHNA TRADING CORPORATION,14756,KEMPAS TR 375 A : 5 LTR BOTTLE,30,238.7,7161,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02196/20-21,7-Aug-20,August,2020,3,4948,SUNDRY DEBTORS - DOMESTIC,KING ENTERPRISES,INDIA,MAHARASHTRA,MUMBAI,KING ENTERPRISES,42267,MILLENIUM HS 1821 A : 30 LTR CARBOYS,120,214,25680,ARTEK EXPORTS - TARAPUR,322,MUMBAI - KING ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02197/20-21,7-Aug-20,August,2020,1,4948,SUNDRY DEBTORS - DOMESTIC,KING ENTERPRISES,INDIA,MAHARASHTRA,MUMBAI,KING ENTERPRISES,13940,KEMPAS IR 752 : 30 LTR CARBOYS,60,262,15720,ARTEK EXPORTS - TARAPUR,322,MUMBAI - KING ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02198/20-21,7-Aug-20,August,2020,1,4948,SUNDRY DEBTORS - DOMESTIC,KING ENTERPRISES,INDIA,MAHARASHTRA,MUMBAI,KING ENTERPRISES,4036,TEKNOBRITE AZ 1085 M : 5 LTR BOTTLE,150,180,27000,ARTEK EXPORTS - TARAPUR,322,MUMBAI - KING ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02202/20-21,8-Aug-20,August,2020,1,22709,SUNDRY DEBTORS - DOMESTIC,BHOLA TRADING,INDIA,DELHI,DELHI,BHOLA TRADING,4570,DECOREX CHROME SALT : 50 KGS DRUM,350,287,100450,ARTEK EXPORTS - TARAPUR,1606,DELHI - BHOLA ,FINISHED GOODS,CHROME PLATING,CHROME SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02206/20-21,8-Aug-20,August,2020,2,9967,SUNDRY DEBTORS - DOMESTIC,ARTEK SURFIN CHEMICALS LTD - DAMAN,INDIA,DADRA AND NAGAR HAVELI,SILVASSA,ARTEK SURFIN CHEMICALS LTD - DAMAN,54466,MILLENIUM NCZ 1121 C,2000.5,144,288072,ARTEK EXPORTS - TARAPUR,364,INTER GROUP ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02209/20-21,8-Aug-20,August,2020,5,22709,SUNDRY DEBTORS - DOMESTIC,BHOLA TRADING,INDIA,DELHI,DELHI,BHOLA TRADING,4523,ARMOUR H.S. CHROME SALT : 5 KGS BOTTLE,210,299.3,62853,ARTEK EXPORTS - TARAPUR,1606,DELHI - BHOLA ,FINISHED GOODS,CHROME PLATING,CHROME SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01622/20-21,21-Jul-20,July,2020,3,21185,SUNDRY DEBTORS - DOMESTIC,AKSHAY ENTERPRISES,INDIA,MAHARASHTRA,THANE,AKSHAY ENTERPRISES (BHIWANDI),5174,SURFOLIN SK - 40 : 30 KGS BAG,60,85,5100,ARTEK EXPORTS - TARAPUR,319,MUMBAI - AKSHAY ,FINISHED GOODS,CLEANERS,CLEANERS SOAK,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01626/20-21,21-Jul-20,July,2020,4,19001,SUNDRY DEBTORS - DOMESTIC,SHREE KUBER K. TRADING CO. (S),INDIA,MAHARASHTRA,PALGHAR,SHREE KUBER K. TRADING CO. (S),3970,TEKNOBRITE AZ 1068 R : 30 LTR CARBOYS,30,145,4350,ARTEK EXPORTS - TARAPUR,333,S. G. GOSAR ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01627/20-21,21-Jul-20,July,2020,5,5104,SUNDRY DEBTORS - DOMESTIC,NEHA SALES CORPORATION,INDIA,MAHARASHTRA,MUMBAI,NEHA SALES CORPORATION,48404,ALUMAX CLEAN MAM : 35 KGS CARBOYS,105,55,5775,ARTEK EXPORTS - TARAPUR,324,MUMBAI - NEHA ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01630/20-21,21-Jul-20,July,2020,2,5376,SUNDRY DEBTORS - DOMESTIC,SHREE MAHAVIR CHEMICALS (JA),INDIA,RAJASTHAN,JAIPUR,SHREE MAHAVIR CHEMICALS (JA),2795,ALUMAX COLD SEALING SALT SUPER : 1 KGS BOTTLE,20,1656,33120,ARTEK EXPORTS - TARAPUR,303,DELHI - MAHAVIR ,FINISHED GOODS,ANODISING,ANODIZING SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01632/20-21,21-Jul-20,July,2020,2,5351,SUNDRY DEBTORS - DOMESTIC,SHIVA TRADERS,INDIA,HARYANA,GURUGRAM,SHIVA TRADERS,14641,KEMPAS OLIVE COMPOSITE 863 : 30 LTR CARBOYS,60,204,12240,ARTEK EXPORTS - TARAPUR,713,DELHI - SHIVA ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01633/20-21,21-Jul-20,July,2020,5,4902,SUNDRY DEBTORS - DOMESTIC,JIWAN SONS,INDIA,PUNJAB,LUDHIANA,JIWAN SONS,20763,MILLENIUM NCZ 1121 C : 30 LTR CARBOYS,60,133.2,7992,ARTEK EXPORTS - TARAPUR,318,LUDHIANA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01636/20-21,21-Jul-20,July,2020,2,22709,SUNDRY DEBTORS - DOMESTIC,BHOLA TRADING,INDIA,DELHI,DELHI,BHOLA TRADING,46076,MILLENIUM NCZ SUPER 511 B : 30 LTR CARBOYS,300,86,25800,ARTEK EXPORTS - TARAPUR,1606,DELHI - BHOLA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01636/20-21,21-Jul-20,July,2020,3,22709,SUNDRY DEBTORS - DOMESTIC,BHOLA TRADING,INDIA,DELHI,DELHI,BHOLA TRADING,46543,MILLENIUM NCZ SUPER 511 C : 30 LTR CARBOYS,300,91.5,27450,ARTEK EXPORTS - TARAPUR,1606,DELHI - BHOLA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02542/20-21,19-Aug-20,August,2020,2,20620,SUNDRY DEBTORS - DOMESTIC,KRUSHNA TRADING CORPORATION,INDIA,MAHARASHTRA,PUNE,KRUSHNA TRADING CORPORATION,3890,TEKNOBRITE AZ 1050 R : 30 LTR CARBOYS,150,125.51,18826.5,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02543/20-21,19-Aug-20,August,2020,3,20620,SUNDRY DEBTORS - DOMESTIC,KRUSHNA TRADING CORPORATION,INDIA,MAHARASHTRA,PUNE,KRUSHNA TRADING CORPORATION,50156,MILLENIUM NCZ 2911 CT : 30 LTR CARBOYS,60,124.74,7484.4,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02545/20-21,19-Aug-20,August,2020,5,5349,SUNDRY DEBTORS - DOMESTIC,SHIV TRADING CO.,INDIA,MAHARASHTRA,PUNE,SHIV TRADING CO.,20346,MILLENIUM NCZ 1121 C : 5 LTR BOTTLE,30,140.14,4204.2,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02546/20-21,19-Aug-20,August,2020,7,5349,SUNDRY DEBTORS - DOMESTIC,SHIV TRADING CO.,INDIA,MAHARASHTRA,PUNE,SHIV TRADING CO.,3928,TEKNOBRITE AZ 1054 R : 30 LTR CARBOYS,60,136.29,8177.4,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02547/20-21,19-Aug-20,August,2020,3,5349,SUNDRY DEBTORS - DOMESTIC,SHIV TRADING CO.,INDIA,MAHARASHTRA,PUNE,SHIV TRADING CO.,14798,KEMPAS TRH 250 : 30 LTR CARBOYS,150,234.08,35112,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02549/20-21,19-Aug-20,August,2020,3,21185,SUNDRY DEBTORS - DOMESTIC,AKSHAY ENTERPRISES,INDIA,MAHARASHTRA,THANE,AKSHAY ENTERPRISES (BHIWANDI),37398,TEKNOBRITE AZ 1085 RHP : 30 LTR CARBOYS,120,119,14280,ARTEK EXPORTS - TARAPUR,319,MUMBAI - AKSHAY ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02604/20-21,21-Aug-20,August,2020,3,5165,SUNDRY DEBTORS - DOMESTIC,PERVESH RASAYAN,INDIA,HARYANA,FARIDABAD,PERVESH RASAYAN,48116,KEMPAS TRT 1700 FBD : 5 LTR BOTTLE,150,209,31350,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02605/20-21,21-Aug-20,August,2020,4,5165,SUNDRY DEBTORS - DOMESTIC,PERVESH RASAYAN,INDIA,HARYANA,FARIDABAD,PERVESH RASAYAN,4972,SURFOLIN 381 : 30 KGS BAG,300,135,40500,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CLEANERS,CLEANERS OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02607/20-21,21-Aug-20,August,2020,1,5165,SUNDRY DEBTORS - DOMESTIC,PERVESH RASAYAN,INDIA,HARYANA,FARIDABAD,PERVESH RASAYAN,48048,ALUMAX ELECTRO COLOUR EC 400 K FBD:35 KGS CARBOYS,140,397,55580,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02618/20-21,21-Aug-20,August,2020,1,9967,SUNDRY DEBTORS - DOMESTIC,ARTEK SURFIN CHEMICALS LTD - DAMAN,INDIA,DADRA AND NAGAR HAVELI,SILVASSA,ARTEK SURFIN CHEMICALS LTD - DAMAN,55033,MISTONIL 995,15.2,19780,300656,ARTEK EXPORTS - TARAPUR,364,INTER GROUP ,FINISHED GOODS,CHROME PLATING,CHROME OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02621/20-21,21-Aug-20,August,2020,1,11596,SUNDRY DEBTORS - DOMESTIC,UNIKEM ENTERPRISES,INDIA,TAMILNADU,CHENNAI,UNIKEM ENTERPRISES,9007,MILLENIUM NCZ 401 A : 5 LTR BOTTLE,60,124.27,7456.2,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02621/20-21,21-Aug-20,August,2020,2,11596,SUNDRY DEBTORS - DOMESTIC,UNIKEM ENTERPRISES,INDIA,TAMILNADU,CHENNAI,UNIKEM ENTERPRISES,9015,MILLENIUM NCZ 401 B : 5 LTR BOTTLE,30,67.1,2013,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02621/20-21,21-Aug-20,August,2020,3,11596,SUNDRY DEBTORS - DOMESTIC,UNIKEM ENTERPRISES,INDIA,TAMILNADU,CHENNAI,UNIKEM ENTERPRISES,9023,MILLENIUM NCZ 401 C : 5 LTR BOTTLE,30,68.53,2055.9,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02621/20-21,21-Aug-20,August,2020,4,11596,SUNDRY DEBTORS - DOMESTIC,UNIKEM ENTERPRISES,INDIA,TAMILNADU,CHENNAI,UNIKEM ENTERPRISES,42498,MILLENIUM NCZ 401 CONDITIONER : 6 KGS BOTTLE,72,49.28,3548.16,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02215/20-21,8-Aug-20,August,2020,4,5165,SUNDRY DEBTORS - DOMESTIC,PERVESH RASAYAN,INDIA,HARYANA,FARIDABAD,PERVESH RASAYAN,54901,TEKNOBRITE AZ 2985 M : 30 LTR CARBOYS,60,103,6180,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ ADDITIVE M,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02223/20-21,8-Aug-20,August,2020,1,22709,SUNDRY DEBTORS - DOMESTIC,BHOLA TRADING,INDIA,DELHI,DELHI,BHOLA TRADING,49177,ALUMAX CLEAN MAM : 5 KGS BOTTLE,100,66,6600,ARTEK EXPORTS - TARAPUR,1606,DELHI - BHOLA ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02228/20-21,8-Aug-20,August,2020,4,15913,SUNDRY DEBTORS - DOMESTIC,GANDHI SPECIAL TUBES LTD.,INDIA,GUJARAT,HALOL,GANDHI SPECIAL TUBES LTD.,32246,MILLENIUM NCZ 1321 BK (G) : 30 LTR CARBOYS,90,83.52,7516.8,ARTEK EXPORTS - TARAPUR,311,GUJRAT - SHIVJEE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02233/20-21,8-Aug-20,August,2020,1,4539,SUNDRY DEBTORS - DOMESTIC,ABHAY CHEMICALS INDUSTRIES,INDIA,MAHARASHTRA,AHEMEDNAGAR,ABHAY CHEMICALS INDUSTRIES,3064,ALUMAX ELECTROCOLOUR  EC 400 : 30 LTR CARBOYS,30,446,13380,ARTEK EXPORTS - TARAPUR,296,AHMEDNAGAR - ABHAY ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02233/20-21,8-Aug-20,August,2020,5,4539,SUNDRY DEBTORS - DOMESTIC,ABHAY CHEMICALS INDUSTRIES,INDIA,MAHARASHTRA,AHEMEDNAGAR,ABHAY CHEMICALS INDUSTRIES,34545,TEKNOBRITE AZ 168 R : 30 LTR CARBOYS,30,107,3210,ARTEK EXPORTS - TARAPUR,296,AHMEDNAGAR - ABHAY ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02237/20-21,8-Aug-20,August,2020,1,11596,SUNDRY DEBTORS - DOMESTIC,UNIKEM ENTERPRISES,INDIA,TAMILNADU,CHENNAI,UNIKEM ENTERPRISES,9246,MILLENIUM NCZ MAINTAINCE SOLN. : 30 LTR CARBOYS,300,56.12,16836,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/02238/20-21,8-Aug-20,August,2020,1,11596,SUNDRY DEBTORS - DOMESTIC,UNIKEM ENTERPRISES,INDIA,TAMILNADU,CHENNAI,UNIKEM ENTERPRISES,9021,MILLENIUM NCZ 401 C : 30 LTR CARBOYS,300,63.91,19173,ARTEK EXPORTS - TARAPUR,1525,CHENNAI ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01650/20-21,22-Jul-20,July,2020,1,22005,SUNDRY DEBTORS - DOMESTIC,SUNDRAM FASTENERS LTD. [V.CODE - 36407],INDIA,TAMILNADU,MADURAI,SUNDRAM FASTENERS LTD. [V.CODE - 36407],4349,TEKNOBRITE AZ 3054 R (SFL) : 5 LTR BOTTLE,120,79,9480,ARTEK EXPORTS - TARAPUR,1526,MADURAI/TRICHY ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01660/20-21,22-Jul-20,July,2020,2,5321,SUNDRY DEBTORS - DOMESTIC,SATYAM AGENCIES,INDIA,MADHYA PRADESH,INDORE,SATYAM AGENCIES,5247,SURFOLIN U - 25 : 50 KGS BAG,100,91,9100,ARTEK EXPORTS - TARAPUR,315,INDORE ,FINISHED GOODS,CLEANERS,CLEANERS OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01664/20-21,22-Jul-20,July,2020,2,4869,SUNDRY DEBTORS - DOMESTIC,INDUSTRIAL TRADING CO.,INDIA,MAHARASHTRA,PUNE,INDUSTRIAL TRADING CO.,15639,SURFOLIN SK 40 : 5 KGS BOTTLE,30,72,2160,ARTEK EXPORTS - TARAPUR,331,PUNE - ITC ,FINISHED GOODS,CLEANERS,CLEANERS SOAK,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01665/20-21,22-Jul-20,July,2020,2,15392,SUNDRY DEBTORS - DOMESTIC,INDUSTRIAL TRADING CO. (BHOSARI),INDIA,MAHARASHTRA,PUNE,INDUSTRIAL TRADING CO. (BHOSARI),14755,KEMPAS TR 375 A : 30 LTR CARBOYS,90,228,20520,ARTEK EXPORTS - TARAPUR,331,PUNE - ITC ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01665/20-21,22-Jul-20,July,2020,3,15392,SUNDRY DEBTORS - DOMESTIC,INDUSTRIAL TRADING CO. (BHOSARI),INDIA,MAHARASHTRA,PUNE,INDUSTRIAL TRADING CO. (BHOSARI),14756,KEMPAS TR 375 A : 5 LTR BOTTLE,30,232.5,6975,ARTEK EXPORTS - TARAPUR,331,PUNE - ITC ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01667/20-21,22-Jul-20,July,2020,5,21185,SUNDRY DEBTORS - DOMESTIC,AKSHAY ENTERPRISES,INDIA,MAHARASHTRA,THANE,AKSHAY ENTERPRISES (BHIWANDI),43277,SURFOLIN SK 40 : 30 KGS BAG,60,85,5100,ARTEK EXPORTS - TARAPUR,319,MUMBAI - AKSHAY ,FINISHED GOODS,CLEANERS,CLEANERS SOAK,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01668/20-21,22-Jul-20,July,2020,1,5104,SUNDRY DEBTORS - DOMESTIC,NEHA SALES CORPORATION,INDIA,MAHARASHTRA,MUMBAI,NEHA SALES CORPORATION,48404,ALUMAX CLEAN MAM : 35 KGS CARBOYS,525,55,28875,ARTEK EXPORTS - TARAPUR,324,MUMBAI - NEHA ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01671/20-21,22-Jul-20,July,2020,1,4948,SUNDRY DEBTORS - DOMESTIC,KING ENTERPRISES,INDIA,MAHARASHTRA,MUMBAI,KING ENTERPRISES,4065,TEKNOBRITE AZ 1085 R : 30 LTR CARBOYS,300,174,52200,ARTEK EXPORTS - TARAPUR,322,MUMBAI - KING ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01369/20-21,13-Jul-20,July,2020,3,4902,SUNDRY DEBTORS - DOMESTIC,JIWAN SONS,INDIA,PUNJAB,LUDHIANA,JIWAN SONS,20345,MILLENIUM NCZ 1121 B : 5 LTR BOTTLE,60,77.21,4632.6,ARTEK EXPORTS - TARAPUR,318,LUDHIANA ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01373/20-21,13-Jul-20,July,2020,1,20371,SUNDRY DEBTORS - DOMESTIC,SHIV METAL INDUSTRIES,INDIA,RAJASTHAN,FALNA,SHIV METAL INDUSTRIES,5174,SURFOLIN SK - 40 : 30 KGS BAG,600,85,51000,ARTEK EXPORTS - TARAPUR,311,GUJRAT - SHIVJEE ,FINISHED GOODS,CLEANERS,CLEANERS SOAK,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01378/20-21,13-Jul-20,July,2020,4,5381,SUNDRY DEBTORS - DOMESTIC,SHRI RAM ENTERPRISE,INDIA,GUJARAT,RAJKOT,SHRI RAM ENTERPRISE,18950,ARMOUR OHS C 345 SALT : 50 KGS DRUM,500,295,147500,ARTEK EXPORTS - TARAPUR,332,RAJKOT (SRE) ,FINISHED GOODS,CHROME PLATING,CHROME SALTS,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01389/20-21,13-Jul-20,July,2020,5,5212,SUNDRY DEBTORS - DOMESTIC,R.M. ENTERPRISES,INDIA,MAHARASHTRA,PUNE,R.M. ENTERPRISES,3928,TEKNOBRITE AZ 1054 R : 30 LTR CARBOYS,60,133.65,8019,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,CHLORIDE ZINC PLATING,AZ BRIGHTNERS R,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01392/20-21,13-Jul-20,July,2020,3,9071,SUNDRY DEBTORS - DOMESTIC,SANKET ENTERPRISES,INDIA,MAHARASHTRA,PUNE,SANKET ENTERPRISES,50156,MILLENIUM NCZ 2911 CT : 30 LTR CARBOYS,60,125,7500,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01393/20-21,13-Jul-20,July,2020,2,20848,SUNDRY DEBTORS - DOMESTIC,METALIFE+,INDIA,MAHARASHTRA,PUNE,METALIFE+,27735,MILLENIUM NCZ 2911 B: 30 LTR CARBOYS,30,71,2130,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01393/20-21,13-Jul-20,July,2020,3,20848,SUNDRY DEBTORS - DOMESTIC,METALIFE+,INDIA,MAHARASHTRA,PUNE,METALIFE+,50156,MILLENIUM NCZ 2911 CT : 30 LTR CARBOYS,60,125,7500,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01397/20-21,13-Jul-20,July,2020,5,5349,SUNDRY DEBTORS - DOMESTIC,SHIV TRADING CO.,INDIA,MAHARASHTRA,PUNE,S.V. ENTERPRISES (STC),20344,MILLENIUM NCZ 1121 A : 30 LTR CARBOYS,30,129.36,3880.8,ARTEK EXPORTS - TARAPUR,330,PUNE ,FINISHED GOODS,NON CYNIDE ALKALINE ZINC,NCZ ADDITIVES,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01636/20-21,21-Jul-20,July,2020,4,22709,SUNDRY DEBTORS - DOMESTIC,BHOLA TRADING,INDIA,DELHI,DELHI,BHOLA TRADING,37123,KEMPAS BZ 471 COMPOSITE : 5 LTR BOTTLE,60,341,20460,ARTEK EXPORTS - TARAPUR,1606,DELHI - BHOLA ,FINISHED GOODS,PASSIVATION,PASSIVATION TRIVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01639/20-21,21-Jul-20,July,2020,3,5165,SUNDRY DEBTORS - DOMESTIC,PERVESH RASAYAN,INDIA,HARYANA,FARIDABAD,PERVESH RASAYAN,47993,KEMPAS IR 752 FBD : 5 LTR BOTTLE,90,268,24120,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01639/20-21,21-Jul-20,July,2020,5,5165,SUNDRY DEBTORS - DOMESTIC,PERVESH RASAYAN,INDIA,HARYANA,FARIDABAD,PERVESH RASAYAN,49339,KEMPAS EBL FBD : 1 KGS BOTTLE,40,195,7800,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,PASSIVATION,PASSIVATION HEXAVALENT,39
01-04-2020-31-03-2021,ARTEK EXPORTS LLP,NORMAL SALE,AET/01639/20-21,21-Jul-20,July,2020,6,5165,SUNDRY DEBTORS - DOMESTIC,PERVESH RASAYAN,INDIA,HARYANA,FARIDABAD,PERVESH RASAYAN,54748,ALUMAX BUFFER DS FBD : 5 LTR BOTTLE,5,62,310,ARTEK EXPORTS - TARAPUR,335,DELHI - AREA ,FINISHED GOODS,ANODISING,ANODIZING OTHERS,39
